type,category,subcategory,priority,message
disaster,fire,vehicle_fire,3,Requesting immediate help. car on fire. pls send help asap.
medical,medical,light_bleeding,3,send amb pls. small wound bleeding. Patient is child. unconscious. urgent. need ems.
disaster,utility,power_outage,4,help!!. no power. no electricity for hours. over n out.
medical,medical,unconscious,2,theres emergency here. lost consciousness. Patient is teenager. extremely urgent. Please hurry.
disaster,fire,wildfire,1,Anyone there?. wild fire approaching. wildfire approaching our area. respond asap.
medical,medical,injury,1,We need help. got hurt fr. alert and conscious. life threating. Please respond quickly.
disaster,flooding,house_flooding,2,Anyone there?. water thru doors. house is flooding. Please respond.
medical,medical,unconscious,2,Please help!. collapsed and unconscious. Patient is senior citizen. in and out of consciousness. situation bad. send someone plz.
medical,medical,injury,1,need paramedic quick. someones hurt idk how bad. rapid breathing. condition worsening. Send paramedics now.
disaster,missing_person,adult,2,Requesting immediate help. adult missing. someone hasnt come back. Please respond.
disaster,structure_damage,severe,1,mayday. building collapse. send emergency services.
disaster,missing_person,child,1,Anyone there?. kid wandered off. send emergency services.
disaster,missing_person,elderly,1,Need urgent assistance!. senior citizen wandered off. senior wandered off. Please send help immediately.
medical,medical,injury,1,help plz. person has been injured. Patient is young adult. alert and conscious. stopped breathing. time sensitive hurry. need ems.
medical,medical,unconscious,2,Need urgent medical assistance!. totally unresponsive. Patient is senior citizen. come quick.
medical,medical,heavy_bleeding,1,Someone is hurt!. bleeding out. Patient is infant. Please respond quickly.
medical,medical,unconscious,2,Requesting immediate medical help. unresponsive. hurry pls.
disaster,evacuation,mandatory,1,theres emergency. ordered leave area. Please send help immediately.
medical,medical,light_bleeding,3,help!!. minor injury with bleeding. Patient is middle-aged person. need help now. Please hurry.
medical,medical,light_bleeding,3,Need urgent medical assistance!. light blood loss. breathing normally. immediate action needed. need ems.
disaster,utility,gas_leak,1,urgent. gas leak detected. send someone quick.
medical,medical,light_bleeding,3,emergency pls send help. small wound bleeding. Patient is middle-aged person. hurry pls. send someone plz.
disaster,structure_damage,moderate,2,Emergency!. significant building damage. Send someone quickly.
disaster,flooding,street_flooding,3,Anyone there?. cant drive flooded. send emergency services.
disaster,structure_damage,moderate,2,Urgent situation here. building partial collapse. structure compromised. pls respond.
disaster,evacuation,mandatory,1,help!!. have to evacuate now. send someone quick.
disaster,trapped,in_building,1,urgent. trapped help. cant get out house. need help rn.
disaster,supply_request,other,,Urgent situation here. need assistance with resources. Need help now.
medical,medical,unconscious,2,hlp. going in n out of conciousness. Patient is infant. extremely urgent. Send someone as fast as possible.
medical,medical,heavy_bleeding,1,Need urgent medical assistance!. blood everywhere. unresponsive. need help asap.
medical,medical,heavy_bleeding,1,help plz. bleeding from injury. in and out of consciousness. not breathing. condition getting worse. send someone fast pls.
disaster,fire,structural_fire,2,omg help. structure engulfed in flames. apartment complex on fire. Please respond.
disaster,flooding,house_flooding,2,hlp pls. basement completely flooded. Over and out.
medical,medical,unconscious,2,need ambulance rn. unresponsive wont wake up. Patient is adult female. Need medical help urgently.
disaster,structure_damage,light,4,emergency help. minor damage building. over n out.
medical,medical,heavy_bleeding,1,Need urgent medical assistance!. critical bleed. hurry pls. Send help right away.
medical,medical,illness,2,omg need help. severe vomiting. need attention now. Send paramedics now.
medical,medical,unconscious,2,We need help. not breathing good n unconscious. Patient is teenager. disoriented. not breathing. urgent asap. Need emergency medical services.
medical,medical,light_bleeding,3,Help help. bleeding has slowed. urgent. Send help right away.
disaster,supply_request,clothing,4,emergency situation. need blankets n clothes. pls send help asap.
disaster,structure_damage,severe,1,Requesting immediate help. building collapsed. waiting for help.
disaster,utility,gas_leak,1,Anyone there?. gas leak here. Over and out.
disaster,fire,vehicle_fire,3,SOS. truck burning. hurry pls.
disaster,utility,water_outage,2,anybody there. water system fail. Need help now.
disaster,missing_person,elderly,1,urgent help needed. old man/woman missing. elderly person missing. respond asap.
medical,medical,light_bleeding,3,omg need help. scrape bleeding a little. Patient is middle-aged person. stopped breathing. critical. pls hurry.
medical,medical,light_bleeding,3,SOS. bleeding from minor wound. Patient is teenager. responsive. breathing normally. real bad. pls hurry.
disaster,flooding,street_flooding,3,need help now. street covered in water. road impassable water. Waiting for assistance.
medical,medical,illness,2,need paramedic quick. guy real sick. Patient is young adult. breathing normally. hurry pls. Need emergency medical services.
disaster,missing_person,elderly,1,Mayday mayday. elderly person missing. Please send help immediately.
medical,medical,illness,2,emergency pls send help. allergy reaction. Patient is young adult. super urgent. immediate response needed.
medical,medical,injury,1,SOS. leg messed up. Patient is elderly woman. immediate action needed. pls hurry.
medical,medical,injury,1,hlp. he fell got hurt. in and out of consciousness. hurry pls.
medical,medical,unconscious,2,help!!. blacked out on ground. real bad. Time is critical.
medical,medical,unconscious,2,Someone is hurt!. unconcious not breathing. send amb now.
medical,medical,illness,2,send amb pls. fever crazy high. breathing normally. waiting 4 help.
medical,medical,injury,1,urgent hlp needed. got hurt badly. pls send ambulance asap.
medical,medical,illness,2,somebody hurt help. she dont look good real pale. Patient is adult female. Waiting for medical assistance.
disaster,structure_damage,moderate,2,mayday. structure compromised. hurry pls.
medical,medical,unconscious,2,help plz. lost consciousness. confused. need ems.
medical,medical,light_bleeding,3,help plz. minor injury with bleeding. Patient is teenager. in and out of consciousness. send someone plz.
disaster,evacuation,voluntary,5,This is an emergency. should we evacuate. Waiting for assistance.
medical,medical,light_bleeding,3,guy need help bad. small cut bleeding. Patient is adult male. confused. rapid breathing. getting worse. pls send ambulance asap.
medical,medical,illness,2,need help asap. asthma attack cant breathe. Patient is senior citizen. situation deteriorating rapidly. Send paramedics now.
medical,medical,illness,2,need help asap. asthma attack cant breathe. difficulty breathing. Send paramedics now.
medical,medical,injury,1,theres emergency here. someones hurt idk how bad. Patient is elderly woman. extremely urgent. pls respond quick.
disaster,utility,gas_leak,1,Mayday mayday. smells like gas bad. Send someone quickly.
disaster,evacuation,voluntary,5,Requesting immediate help. should we evacuate. Need help now.
disaster,structure_damage,moderate,2,SOS. building partial collapse. moderate damage. send emergency services.
medical,medical,illness,2,We need help. allergy reaction. Patient is teenager. confused. pls send ambulance asap.
medical,medical,illness,2,hlp. got sick suddenly idk why. Patient is teenager. confused. getting worse. respond asap.
disaster,evacuation,mandatory,1,Need urgent assistance!. told to evacuate immediately. Waiting for assistance.
disaster,structure_damage,moderate,2,help!!. building partially collapsed. big building damage. Send emergency services.
disaster,flooding,street_flooding,3,need assistance rn. street covered in water. send help quick.
medical,medical,heavy_bleeding,1,theres emergency here. bleeding from head bad. Patient is child. Please send ambulance immediately.
disaster,supply_request,water,2,"Requesting immediate help. dehydrated, need water. Requesting immediate response."
medical,medical,illness,2,Medical emergency!. seizure happening. Patient is child. hurry pls. send amb now.
medical,medical,illness,2,Emergency!. stroke maybe idk. really urgent. Time is critical.
medical,medical,injury,1,emergency pls send help. back injury. Patient is middle-aged person. breathing normally. Waiting for medical assistance.
disaster,evacuation,mandatory,1,emergency help. forced to evacuate. Waiting for assistance.
medical,medical,illness,2,We need help. collapsing from illness. Patient is teenager. condition getting worse. send someone fast pls.
medical,medical,injury,1,Need urgent medical assistance!. workplace injury. semi-conscious. help needed urgent.
medical,medical,light_bleeding,3,Please help!. minor injury with bleeding. alert and conscious. need ambulance quick.
medical,medical,light_bleeding,3,Please help!. minor injury with bleeding. Patient is elderly man. Waiting for medical assistance.
disaster,evacuation,voluntary,5,Help help. preparing to evacuate. should we evacuate?. Need help now.
medical,medical,illness,2,Need urgent medical assistance!. severe abdominal pain. Need emergency medical services.
disaster,evacuation,mandatory,1,We need help. must evacuate asap. Over and out.
medical,medical,unconscious,2,hlp. unresponsive. super urgent. need ems.
disaster,other,,,pls help. Send someone quickly.
disaster,supply_request,water,2,anybody there. dehydrated need water bad. waiting for help.
disaster,structure_damage,light,4,Mayday mayday. roof damaged. need immediate response.
disaster,supply_request,food,3,emergency help. need food. running outta food. waiting for help.
disaster,fire,wildfire,1,hlp pls. forest fire coming towards us. pls respond.
medical,medical,light_bleeding,3,Need urgent medical assistance!. light blood loss. critical condition. hurry pls.
disaster,missing_person,adult,2,Urgent situation here. person gone missing. person disappeared. send someone quick.
medical,medical,light_bleeding,3,pls help. minor bleeding. Patient is middle-aged person. responsive. stopped breathing. real bad. send help now.
medical,medical,heavy_bleeding,1,need paramedic quick. profuse bleeding. Patient is child. urgent asap. send paramedics rn.
disaster,flooding,house_flooding,2,help us. water in the house. water everywhere in house. hurry pls.
disaster,other,,,Please help!. send someone quick.
medical,medical,injury,1,pls help. injured in a fall. in and out of consciousness. send paramedics rn.
medical,medical,illness,2,medical emerg. stroke maybe idk. in and out of consciousness. time sensitive hurry. send someone plz.
disaster,infrastructure_damage,utility,2,SOS. infrastructure destroyed. Send emergency services.
medical,medical,light_bleeding,3,theres emergency here. bleeding controlled but needs attention. stopped breathing. send help now.
disaster,missing_person,elderly,1,Urgent situation here. old man/woman missing. senior citizen wandered off. respond asap.
medical,medical,illness,2,Urgent medical situation here. chest pains. Patient is young adult. gasping for air. waiting 4 help.
disaster,missing_person,elderly,1,mayday. old person missing. Requesting immediate response.
disaster,missing_person,child,1,mayday. minor missing. child is missing. Send someone quickly.
disaster,structure_damage,light,4,mayday. building damage minor. roof damaged. pls send help asap.
medical,medical,injury,1,send amb pls. broken bone suspected. Patient is elderly woman. in and out of consciousness. extremely urgent. waiting 4 help.
medical,medical,injury,1,Urgent medical situation here. back hurts real bad. disoriented. Waiting for medical assistance.
disaster,fire,vehicle_fire,3,help us. truck caught fire. need help rn.
disaster,missing_person,child,1,Please help!. minor missing. cant find my kid. respond asap.
medical,medical,heavy_bleeding,1,pls help. lost alot of blood. super urgent. Send help right away.
disaster,supply_request,clothing,4,This is an emergency. no warm clothes. Send someone quickly.
disaster,other,,,urgent. Please respond.
medical,medical,heavy_bleeding,1,medical situation bad. massive blood loss. Patient is middle-aged person. in and out of consciousness. not breathing. send amb now.
medical,medical,unconscious,2,need paramedic quick. barely conscious. condition getting worse. send someone fast pls.
disaster,fire,wildfire,1,SOS. massive wildfire spreading fast. need help rn.
disaster,infrastructure_damage,road,5,hlp pls. highway damage. road collapsed. waiting for help.
disaster,structure_damage,moderate,2,mayday. building partial collapse. moderate damage. need immediate response.
disaster,supply_request,water,2,mayday. out of water. Send emergency services.
medical,medical,illness,2,urgent hlp needed. throwing up alot. condition getting worse. send someone plz.
disaster,utility,power_outage,4,Requesting immediate help. lost power help. no electricity for hours. Need help now.
disaster,supply_request,other,,We need help. need supplies bad. help needed now.
disaster,infrastructure_damage,other,4,anybody there. infrastructure damaged. facility destroyed. Waiting for assistance.
disaster,flooding,house_flooding,2,Please help!. basement flooded. send emergency services.
medical,medical,unconscious,2,We need help. person not waking up. Patient is elderly woman. time critical.
disaster,structure_damage,severe,1,SOS. structure completely destroyed. help needed now.
disaster,supply_request,clothing,4,Anyone there?. clothes destroyed. pls send help asap.
medical,medical,injury,1,help plz. hurt from an accident. send help now.
medical,medical,illness,2,Please help!. she sick bad. responsive. send amb now.
disaster,missing_person,adult,2,Please help!. someone hasnt come back. person disappeared idk where. Need help now.
medical,medical,heavy_bleeding,1,Help help. so much bleeding idk what to do. shallow breathing. severe. send help now.
medical,medical,illness,2,Please help!. allergy reaction. Patient is infant. unresponsive. shallow breathing. immediate response needed.
disaster,supply_request,food,3,help!!. need food and water. no food supplies. hurry pls.
disaster,evacuation,mandatory,1,We need help. ordered leave area. ordered to leave area. Send emergency services.
medical,medical,unconscious,2,hlp. drifting in and out of consciousness. Patient is elderly woman. need medical help bad.
medical,medical,illness,2,help!!. stroke maybe idk. critical. Time is critical.
disaster,supply_request,food,3,Anyone there?. need food n water. respond asap.
medical,medical,light_bleeding,3,Requesting immediate medical help. light blood loss. Patient is senior citizen. labored breathing. Please respond quickly.
medical,medical,unconscious,2,Medical emergency!. passed out. Patient is middle-aged person. in and out of consciousness. condition getting worse. immediate response needed.
medical,medical,light_bleeding,3,Need urgent medical assistance!. cut needs stitches. Patient is middle-aged person. Send someone as fast as possible.
disaster,flooding,flash_flood,1,Need urgent assistance!. flood water rising fast. Requesting immediate response.
medical,medical,unconscious,2,Requesting immediate medical help. barely concious. Patient is elderly woman. not breathing. Need medical help urgently.
medical,medical,illness,2,theres emergency here. someone is very sick. Patient is adult male. send someone fast pls.
disaster,supply_request,food,3,help us. running outta food. no food. send help quick.
disaster,structure_damage,light,4,need help now. roof partially damaged. Over and out.
disaster,infrastructure_damage,other,4,emergency help. communication towers down. Need help now.
disaster,missing_person,adult,2,urgent. someone hasnt come back. Waiting for assistance.
disaster,flooding,flash_flood,1,SOS. flood coming quick. respond asap.
medical,medical,illness,2,Need urgent medical assistance!. heart attack i think. Patient is teenager. stopped breathing. super urgent. pls send ambulance asap.
disaster,evacuation,voluntary,5,help us. considering evacuation. Please send help immediately.
medical,medical,unconscious,2,Emergency!. she fainted. Patient is adult female. Send paramedics now.
disaster,evacuation,mandatory,1,hlp pls. told evacuate now. Please respond.
disaster,fire,wildfire,1,Mayday mayday. fire out of control. Send emergency services.
disaster,other,,,mayday. pls respond.
disaster,evacuation,voluntary,5,hlp pls. should we evacuate?. preparing to evacuate help. Send someone quickly.
disaster,infrastructure_damage,road,5,Requesting immediate help. road washed away help. need immediate response.
disaster,other,,,Anyone there?. Over and out.
medical,medical,illness,2,Requesting immediate medical help. stroke maybe idk. immediate response needed.
disaster,trapped,in_vehicle,2,help us. trapped in the vehicle. send emergency services.
disaster,other,,,Need urgent assistance!. respond asap.
medical,medical,unconscious,2,pls help. laying unconcious. Patient is child. unconscious. need attention now. need help asap.
disaster,missing_person,adult,2,anybody there. person disappeared idk where. missing person. Please respond.
medical,medical,light_bleeding,3,This is a medical emergency. bleeding has slowed. disoriented. hurry pls.
disaster,utility,gas_leak,1,Emergency!. strong gas odor. send help quick.
medical,medical,illness,2,Need urgent medical assistance!. asthma attack. Patient is child. not breathing. need help asap.
disaster,fire,vehicle_fire,3,This is an emergency. vehicle burning bad. need help rn.
medical,medical,heavy_bleeding,1,Requesting immediate medical help. bleding bad. in and out of consciousness. difficulty breathing. hurry pls.
medical,medical,illness,2,pls help. guy real sick. Patient is infant. in and out of consciousness. shallow breathing. need attention now. Please send ambulance immediately.
disaster,evacuation,mandatory,1,Emergency!. ordered to leave area. Send emergency services.
medical,medical,injury,1,hlp. leg messed up. responsive. labored breathing. send someone plz.
disaster,missing_person,elderly,1,hlp pls. old person missing. respond asap.
medical,medical,light_bleeding,3,theres emergency here. cut needs stitches. Patient is teenager. unresponsive. hurry pls. send help now.
medical,medical,heavy_bleeding,1,somebody hurt help. massive blood loss. gasping for air. severe. Need medical help urgently.
disaster,structure_damage,severe,1,emergency situation. total failure. trapped under rubble. hurry pls.
disaster,infrastructure_damage,other,4,emergency situation. towers down. Requesting immediate response.
medical,medical,light_bleeding,3,medical situation bad. slight bleeding. Patient is teenager. in and out of consciousness. critical condition. immediate response needed.
medical,medical,heavy_bleeding,1,Urgent medical situation here. hemorrhaging. Patient is child. gasping for air. critical. time critical.
disaster,evacuation,mandatory,1,emergency help. must evacuate asap. Over and out.
medical,medical,light_bleeding,3,Someone is hurt!. cut needs stitches. life threating. pls send ambulance asap.
disaster,flooding,street_flooding,3,emergency situation. streets under water. send emergency services.
disaster,utility,power_outage,4,theres emergency. power out. electrical grid down. Please send help immediately.
disaster,fire,structural_fire,2,help needed asap. building on fire. over n out.
disaster,infrastructure_damage,utility,2,anybody there. infrastructure damage. over n out.
disaster,flooding,street_flooding,3,need help now. streets under water. need immediate response.
disaster,infrastructure_damage,bridge,3,emergency help. bridge not safe. bridge unsafe. Send emergency services.
disaster,trapped,in_vehicle,2,help us. trapped vehicle. stuck in the truck. send help quick.
medical,medical,injury,1,Medical emergency!. someone is injured. Patient is infant. disoriented. shallow breathing. time sensitive. Send help right away.
disaster,evacuation,mandatory,1,Emergency!. ordered leave area. ordered to leave area. send help quick.
medical,medical,light_bleeding,3,medical situation bad. bleeding has slowed. in and out of consciousness. come quick.
disaster,other,,,omg help. pls respond.
medical,medical,injury,1,need help asap. sustained an injury. Patient is senior citizen. super urgent. time critical.
disaster,utility,gas_leak,1,emergency situation. gas leak in the area. respond asap.
disaster,utility,water_outage,2,emergency help. pipes dry. water system fail. send help quick.
disaster,fire,vehicle_fire,3,theres emergency. car in flames on road. vehicle burning. help needed now.
disaster,flooding,house_flooding,2,Anyone there?. basement completely flooded. Send emergency services.
medical,medical,illness,2,We need help. cant breath. Patient is teenager. need help asap.
medical,medical,injury,1,hlp. mult injuries. difficulty breathing. immediate action needed. Time is critical.
medical,medical,heavy_bleeding,1,Emergency!. hes bleeding out. unconscious. urgent asap. need help asap.
medical,medical,illness,2,This is a medical emergency. asthma attack cant breathe. Patient is elderly man. not breathing. its bad. pls hurry.
medical,medical,unconscious,2,need ambulance rn. he out cold. Patient is adult male. disoriented. stopped breathing. situation bad. send someone fast pls.
medical,medical,illness,2,need help asap. suddenly became ill. in and out of consciousness. condition worsening. Need emergency medical services.
medical,medical,unconscious,2,This is a medical emergency. barely concious. Patient is teenager. confused. labored breathing. situation bad. Send paramedics now.
medical,medical,heavy_bleeding,1,Need paramedics now. cant stop bleeding. in and out of consciousness. not breathing. getting worse. need help asap.
medical,medical,illness,2,Please help!. guy real sick. Patient is infant. getting worse fast. pls respond quick.
medical,medical,heavy_bleeding,1,Urgent medical situation here. major blood loss. Patient is infant. alert and conscious. Time is critical.
medical,medical,injury,1,need help asap. broke his leg i think. Patient is young adult. responsive. difficulty breathing. need help now. Send help right away.
disaster,utility,gas_leak,1,urgent. strong gas odor. gas line broke. send someone quick.
disaster,other,,,Requesting immediate help. respond asap.
disaster,infrastructure_damage,other,4,need assistance rn. infrastructure damaged. send someone quick.
medical,medical,unconscious,2,guy need help bad. person passed out. Patient is child. in and out of consciousness. rapid breathing. severe. Please respond quickly.
disaster,trapped,in_building,1,Please help!. trapped in the structure. Please send help immediately.
disaster,fire,wildfire,1,help needed asap. flames spreading fast on hill. wildfire outta control. need help rn.
disaster,trapped,under_debris,1,Help help. stuck under debris. stuck under the debris. waiting for help.
disaster,evacuation,mandatory,1,emergency help. must evacuate now. Over and out.
medical,medical,heavy_bleeding,1,Emergency!. person bleeding heavily. rapid breathing. condition getting worse. Requesting immediate medical response.
medical,medical,heavy_bleeding,1,help!!. bleeding out. need attention now. pls send ambulance asap.
disaster,structure_damage,light,4,We need help. minor damage to building. Send someone quickly.
disaster,missing_person,child,1,We need help. cant find child anywhere. pls send help asap.
disaster,missing_person,child,1,need help now. child wandered off. over n out.
disaster,supply_request,water,2,hlp pls. need h2o. need immediate response.
disaster,infrastructure_damage,utility,2,help us. utility poles fallen. send emergency services.
medical,medical,light_bleeding,3,emergency pls send help. light blood loss. Patient is young adult. Need emergency medical services.
medical,medical,heavy_bleeding,1,Need urgent medical assistance!. bleeding from head. time critical.
medical,medical,unconscious,2,hlp. she fainted. Patient is adult male. breathing normally. urgent asap. Please hurry.
medical,medical,light_bleeding,3,theres emergency here. superficial bleeding. Patient is middle-aged person. breathing normally. time sensitive hurry. Please hurry.
medical,medical,injury,1,medical situation bad. serious injury occurred. Patient is elderly man. life threatening. Send paramedics now.
medical,medical,unconscious,2,need paramedic quick. unresponsive. Patient is middle-aged person. send amb now.
medical,medical,light_bleeding,3,theres emergency here. minor bleeding. Patient is young adult. not breathing. life threatening. immediate response needed.
medical,medical,light_bleeding,3,send amb pls. slight bleeding. Patient is elderly woman. alert and conscious. labored breathing. send paramedics rn.
medical,medical,light_bleeding,3,Medical emergency!. light blood loss. hurry pls.
medical,medical,illness,2,pls help. got sick suddenly idk why. Patient is child. need help now. send someone plz.
medical,medical,light_bleeding,3,theres emergency here. minor laceration. disoriented. Waiting for medical assistance.
medical,medical,injury,1,omg need help. hurt in sports thing. stopped breathing. critical. send someone fast pls.
medical,medical,light_bleeding,3,urgent hlp needed. small wound bleeding. its bad. waiting 4 help.
disaster,evacuation,mandatory,1,omg help. forced evacuate. told to evacuate immediately. help needed now.
medical,medical,light_bleeding,3,guy need help bad. bleeding from minor wound. Patient is infant. confused. stopped breathing. help needed urgent.
disaster,supply_request,other,,We need help. need assistance with resources. need emergency suplies. send someone quick.
medical,medical,light_bleeding,3,Someone is hurt!. light blood loss. breathing normally. need ems.
disaster,other,,,This is an emergency. Please respond.
medical,medical,heavy_bleeding,1,need help asap. arterial bleed. rapid breathing. need help asap.
disaster,trapped,in_vehicle,2,urgent. cant get out vehicle. send emergency services.
medical,medical,injury,1,need paramedic quick. serious injury occurred. Patient is middle-aged person. alert and conscious. breathing normally. respond asap.
disaster,evacuation,mandatory,1,This is an emergency. must evacuate asap. forced to evacuate. Over and out.
disaster,supply_request,water,2,We need help. dehydrated need water bad. need help rn.
medical,medical,light_bleeding,3,Need urgent medical assistance!. bleeding from minor wound. Patient is young adult. gasping for air. Need emergency medical services.
medical,medical,unconscious,2,Urgent medical situation here. unresponsive. need help now. Need medical help urgently.
disaster,other,,,Please help!. pls respond.
disaster,flooding,house_flooding,2,Anyone there?. water in the house. help needed now.
medical,medical,heavy_bleeding,1,medical emerg. profuse bleeding. breathing normally. need attention now. pls respond quick.
disaster,supply_request,other,,help!!. need help with resources. hurry pls.
disaster,utility,power_outage,4,urgent help needed. complete blackout. pls respond.
disaster,trapped,in_building,1,This is an emergency. stuck in the building. waiting for help.
disaster,infrastructure_damage,utility,2,Please help!. power lines down. Send someone quickly.
medical,medical,injury,1,help!!. injured in an accident. Patient is young adult. shallow breathing. time sensitive. Send someone as fast as possible.
disaster,other,,,help!!. send someone quick.
medical,medical,unconscious,2,help plz. got knocked out. getting worse fast. respond asap.
disaster,infrastructure_damage,bridge,3,Urgent situation here. bridge gone. bridge fell. Please respond.
disaster,evacuation,voluntary,5,help us. thinking bout evacuating. send help quick.
disaster,utility,water_outage,2,Anyone there?. water stopped running. no running h2o. Please respond.
disaster,infrastructure_damage,other,4,We need help. infrastructure damage. Waiting for assistance.
medical,medical,light_bleeding,3,medical situation bad. minor laceration. Patient is teenager. unresponsive. shallow breathing. need ambulance quick.
disaster,trapped,in_building,1,Mayday mayday. can't get out of the house. trapped inside building. respond asap.
disaster,other,,,Mayday mayday. Waiting for assistance.
medical,medical,injury,1,medical emerg. someone is injured. Patient is young adult. disoriented. stopped breathing. send paramedics rn.
disaster,flooding,flash_flood,1,Please help!. rapid flooding. respond asap.
disaster,infrastructure_damage,utility,2,Anyone there?. water main broke. power lines down. Over and out.
medical,medical,unconscious,2,pls help. he out cold. Patient is young adult. semi-conscious. labored breathing. need ems.
disaster,flooding,house_flooding,2,We need help. house filling with water. pls send help asap.
disaster,infrastructure_damage,road,5,pls help. street destroyed. road cant pass. Send someone quickly.
medical,medical,unconscious,2,medical emerg. wont wake up idk what to do. urgent. Waiting for medical assistance.
disaster,infrastructure_damage,road,5,mayday. street destroyed. highway damage. send emergency services.
disaster,infrastructure_damage,utility,2,Help help. water main broken. send help quick.
medical,medical,light_bleeding,3,This is a medical emergency. small cut bleeding. rapid breathing. Please respond quickly.
medical,medical,injury,1,pls help. broke his leg i think. difficulty breathing. Please respond quickly.
disaster,structure_damage,severe,1,urgent help needed. trapped under rubble. structure destroyed. Send emergency services.
medical,medical,illness,2,Please help!. she sick bad. Patient is adult female. not breathing. need help now. time critical.
disaster,flooding,house_flooding,2,help needed asap. water everywhere in house. send help quick.
disaster,utility,water_outage,2,help!!. water out. water system fail. Requesting immediate response.
disaster,infrastructure_damage,utility,2,Mayday mayday. power lines down. lines down everywhere. Send someone quickly.
medical,medical,unconscious,2,need paramedic quick. unresponsive wont wake up. Patient is young adult. life threating. pls hurry.
disaster,evacuation,voluntary,5,mayday. need to evacuate maybe. preparing to evacuate help. Over and out.
disaster,other,,,Help help. need help rn.
medical,medical,light_bleeding,3,theres emergency here. minor laceration. semi-conscious. real bad. pls hurry.
disaster,structure_damage,moderate,2,Requesting immediate help. building partial collapse. building partially collapsed. pls send help asap.
disaster,utility,gas_leak,1,This is an emergency. gas leak here. Please respond.
medical,medical,heavy_bleeding,1,Medical emergency!. bleeding real bad. unconscious. not breathing. hurry pls. Requesting immediate medical response.
medical,medical,illness,2,Need urgent medical assistance!. seizure happening. in and out of consciousness. super urgent. pls respond quick.
disaster,supply_request,clothing,4,help us. need clothes. send someone quick.
disaster,infrastructure_damage,bridge,3,Emergency!. bridge not safe. bridge fell. Please respond.
disaster,supply_request,water,2,Mayday mayday. no drinking water. respond asap.
medical,medical,heavy_bleeding,1,pls help. guy bleeding out. Patient is senior citizen. need ems.
disaster,structure_damage,light,4,Mayday mayday. some cracks in walls. help needed now.
disaster,supply_request,water,2,Urgent situation here. out of drinking water. send emergency services.
medical,medical,light_bleeding,3,somebody hurt help. light blood loss. Patient is adult male. confused. shallow breathing. severe. Need emergency medical services.
disaster,utility,gas_leak,1,Emergency!. strong gas smell. Over and out.
medical,medical,heavy_bleeding,1,We need help. losing a lot of blood. super urgent. send help now.
medical,medical,illness,2,help!!. throwing up alot. disoriented. getting worse fast. Time is critical.
medical,medical,heavy_bleeding,1,guy need help bad. hes bleeding out. time sensitive. need ems.
disaster,flooding,street_flooding,3,Need urgent assistance!. water on all the roads. Please send help immediately.
disaster,flooding,house_flooding,2,Mayday mayday. basement completely flooded. house filling with water. Waiting for assistance.
medical,medical,injury,1,help plz. somebody got hurt. not breathing. need ems.
medical,medical,injury,1,Need paramedics now. multiple injuries. time critical.
disaster,structure_damage,moderate,2,urgent. building partial collapse. big building damage. pls send help asap.
disaster,missing_person,elderly,1,Requesting immediate help. elderly person missing. respond asap.
medical,medical,illness,2,guy need help bad. suddenly became ill. Patient is infant. come quick.
disaster,other,,,help needed asap. send emergency services.
disaster,utility,water_outage,2,omg help. pipes dry. water stopped. pls respond.
medical,medical,unconscious,2,This is a medical emergency. going in n out of conciousness. Patient is infant. alert and conscious. Send help right away.
medical,medical,light_bleeding,3,We need help. bleeding from minor wound. Patient is elderly woman. gasping for air. really urgent. hurry pls.
disaster,fire,vehicle_fire,3,need assistance rn. car fire. Please send help immediately.
medical,medical,injury,1,omg need help. fell and got injured. situation bad. Send help right away.
medical,medical,light_bleeding,3,We need help. bleeding has slowed. confused. need ambulance quick.
disaster,evacuation,mandatory,1,Mayday mayday. evacuation order. evacuation order issued. respond asap.
disaster,other,,,help needed asap. hurry pls.
medical,medical,light_bleeding,3,We need help. scrape bleeding a little. Patient is adult male. breathing normally. need medical help bad.
medical,medical,light_bleeding,3,need paramedic quick. bleeding from minor wound. Patient is senior citizen. difficulty breathing. need help now. send paramedics rn.
medical,medical,illness,2,We need help. stroke symptoms. Patient is middle-aged person. confused. life threating. send someone fast pls.
medical,medical,heavy_bleeding,1,omg need help. massive blood loss. Patient is infant. responsive. hurry pls. need medical help bad.
medical,medical,light_bleeding,3,Please help!. slight bleeding. Patient is senior citizen. send someone fast pls.
medical,medical,light_bleeding,3,Need urgent medical assistance!. minor laceration. Patient is teenager. needs immediate attention. Send someone as fast as possible.
medical,medical,unconscious,2,SOS. completely unresponsive. time sensitive hurry. Send someone as fast as possible.
disaster,structure_damage,light,4,help!!. minor damage to building. pls respond.
disaster,evacuation,mandatory,1,anybody there. told to evacuate immediately. Send emergency services.
disaster,other,,,Help help. need immediate response.
disaster,trapped,in_vehicle,2,emergency help. trapped vehicle. stuck in the truck. send help quick.
disaster,other,,,help us. pls respond.
medical,medical,illness,2,omg need help. food poisoning maybe. Patient is elderly woman. send paramedics rn.
medical,medical,illness,2,SOS. allergic shock or smth. immediate action needed. hurry pls.
medical,medical,heavy_bleeding,1,hlp. hes bleeding out. Patient is elderly woman. not breathing. Send someone as fast as possible.
disaster,evacuation,mandatory,1,Need urgent assistance!. evacuation order issued. Waiting for assistance.
disaster,supply_request,other,,Help help. need supplies bad. send help quick.
